area_id,area_name,b10051e001,b10051e001_moe,b10051e002,b10051e002_moe,b10051e003,b10051e003_moe,b10051e004,b10051e004_moe,b10051e005,b10051e005_moe,b10051e006,b10051e006_moe,b10051e007,b10051e007_moe
1,Rogers Park,0,48,0,48,0,48,0,48,0,48,0,48,0,48
2,West Ridge,0,51,0,51,0,51,0,51,0,51,0,51,0,51
3,Uptown,0,48,0,48,0,48,0,48,0,48,0,48,0,48
4,Lincoln Square,0,40,0,40,0,40,0,40,0,40,0,40,0,40
5,North Center,0,43,0,43,0,43,0,43,0,43,0,43,0,43
6,Lake View,0,66,0,66,0,66,0,66,0,66,0,66,0,66
7,Lincoln Park,0,51,0,51,0,51,0,51,0,51,0,51,0,51
8,Near North Side,0,54,0,54,0,54,0,54,0,54,0,54,0,54
9,Edison Park,0,25,0,25,0,25,0,25,0,25,0,25,0,25
10,Norwood Park,0,39,0,39,0,39,0,39,0,39,0,39,0,39
11,Jefferson Park,0,29,0,29,0,29,0,29,0,29,0,29,0,29
12,Forest Glen,0,29,0,29,0,29,0,29,0,29,0,29,0,29
13,North Park,0,27,0,27,0,27,0,27,0,27,0,27,0,27
14,Albany Park,0,45,0,45,0,45,0,45,0,45,0,45,0,45
15,Portage Park,40,76,40,76,40,76,0,47,0,47,0,47,0,47
16,Irving Park,0,47,0,47,0,47,0,47,0,47,0,47,0,47
17,Dunning,0,40,0,40,0,40,0,40,0,40,0,40,0,40
18,Montclare,0,23,0,23,0,23,0,23,0,23,0,23,0,23
19,Belmont Cragin,0,52,0,52,0,52,0,52,0,52,0,52,0,52
20,Hermosa,0,29,0,29,0,29,0,29,0,29,0,29,0,29
21,Avondale,0,38,0,38,0,38,0,38,0,38,0,38,0,38
22,Logan Square,0,57,0,57,0,57,0,57,0,57,0,57,0,57
23,Humboldt Park,0,51,0,51,0,51,0,51,0,51,0,51,0,51
24,West Town,0,62,0,62,0,62,0,62,0,62,0,62,0,62
25,Austin,0,61,0,61,0,61,0,61,0,61,0,61,0,61
26,West Garfield Park,0,35,0,35,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,0,38,0,38,0,38,0,38,0,38,0,38,0,38
28,Near West Side,0,52,0,52,0,52,0,52,0,52,0,52,0,52
29,North Lawndale,0,43,0,43,0,43,0,43,0,43,0,43,0,43
30,South Lawndale,0,48,0,48,0,48,0,48,0,48,0,48,0,48
31,Lower West Side,0,42,0,42,0,42,0,42,0,42,0,42,0,42
32,Loop,0,30,0,30,0,30,0,30,0,30,0,30,0,30
33,Near South Side,0,24,0,24,0,24,0,24,0,24,0,24,0,24
34,Armour Square,24,46,0,27,0,27,0,27,24,46,24,46,0,27
35,Douglas,0,35,0,35,0,35,0,35,0,35,0,35,0,35
36,Oakland,0,19,0,19,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,0,43,0,43,0,43,0,43,0,43,0,43,0,43
39,Kenwood,0,31,0,31,0,31,0,31,0,31,0,31,0,31
40,Washington Park,0,27,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,0,38,0,38,0,38,0,38,0,38,0,38,0,38
42,Woodlawn,0,36,0,36,0,36,0,36,0,36,0,36,0,36
43,South Shore,0,44,0,44,0,44,0,44,0,44,0,44,0,44
44,Chatham,0,37,0,37,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,0,19,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,0,37,0,37,0,37,0,37,0,37,0,37,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,0,41,0,41,0,41,0,41,0,41,0,41,0,41
50,Pullman,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,0,25,0,25,0,25,0,25,0,25,0,25,0,25
52,East Side,0,29,0,29,0,29,0,29,0,29,0,29,0,29
53,West Pullman,0,39,0,39,0,39,0,39,0,39,0,39,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,0,19,0,19,0,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,0,42,0,42,0,42,0,42,0,42,0,42,0,42
57,Archer Heights,0,27,0,27,0,27,0,27,0,27,0,27,0,27
58,Brighton Park,0,43,0,43,0,43,0,43,0,43,0,43,0,43
59,McKinley Park,0,25,0,25,0,25,0,25,0,25,0,25,0,25
60,Bridgeport,0,37,0,37,0,37,0,37,0,37,0,37,0,37
61,New City,0,47,0,47,0,47,0,47,0,47,0,47,0,47
62,West Elsdon,0,27,0,27,0,27,0,27,0,27,0,27,0,27
63,Gage Park,0,41,0,41,0,41,0,41,0,41,0,41,0,41
64,Clearing,0,31,0,31,0,31,0,31,0,31,0,31,0,31
65,West Lawn,0,34,0,34,0,34,0,34,0,34,0,34,0,34
66,Chicago Lawn,0,49,0,49,0,49,0,49,0,49,0,49,0,49
67,West Englewood,0,48,0,48,0,48,0,48,0,48,0,48,0,48
68,Englewood,0,36,0,36,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,0,38,0,38,0,38,0,38,0,38,0,38,0,38
70,Ashburn,0,41,0,41,0,41,0,41,0,41,0,41,0,41
71,Auburn Gresham,0,46,0,46,0,46,0,46,0,46,0,46,0,46
72,Beverly,0,29,0,29,0,29,0,29,0,29,0,29,0,29
73,Washington Heights,0,33,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,0,25,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,0,31,0,31,0,31,0,31,0,31,0,31,0,31
76,O'Hare,0,38,0,38,0,38,0,38,0,38,0,38,0,38
77,Edgewater,0,48,0,48,0,48,0,48,0,48,0,48,0,48
